,id,name,description,category,subcategory,region,delay,universe,coverage,valueScore,userCount,alphaCount,fieldCount,pyramidMultiplier,themes,researchPapers
47,model33,Revenue Estimate Model,"Revenue is the money generated from normal business operations, it is the top line (or gross income) figure from which costs are subtracted to determine net income. This dataset aggregates the analyst estimation and revision on company's revenue over different time horizons. ","{'id': 'model', 'name': 'Model'}","{'id': 'model-estimates-models', 'name': 'Estimates Models'}",GLB,1,TOP3000,0.8255,2.0,80,319,14,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
48,model38,Growth Valuation Model,"This dataset is a stock ranking model that sort companies based on valuation ratios. It looks at different valuation ratios & intelligently combines them into a single comprehensive measure of relative valuation. Each ratio is weighed to ensure most important ratio for a stock has greatest influence in final score. It blends information from both reported actuals & analyst estimates over quarterly, semi-annual or annual horizons. ","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",GLB,1,TOP3000,0.8963,1.0,192,2225,57,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
49,model53,Creditworthiness Risk Measure Model,"This dataset provides risk measures for public firms, non-public firms, U.S. banks, and sovereign counterparties which can be used to assess credit worthiness of an entire credit portfolio or on a single name basis. Inputs to the models include company specific attributes, industry related measures and relevant macro-economic factors. It provides a full term structure of risk for both corporate and sovereign credit names based upon a multiple models approach.","{'id': 'model', 'name': 'Model'}","{'id': 'model-risk-based-models', 'name': 'Risk Based Models'}",GLB,1,TOP3000,0.9371,2.0,36,394,10,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
50,model56,Stock Reports Plus,"This dataset provides stock rating based on research reports. In addition, it also outputs detailed quantitative assessments of each company's earnings, fundamentals, relative valuation, risk, price momentum and insider trading. The output helps in spotting companies with ratings changes, bullish or bearish price movements, earnings surprises, and solid reported fundamentals.","{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",GLB,1,TOP3000,0.7322,3.0,6,19,10,2.0,[],[]
51,model77,Analysts' Factor Model,Factor model dataset based on anaysts' evaluation,"{'id': 'model', 'name': 'Model'}","{'id': 'model-technical-models', 'name': 'Technical Models'}",GLB,1,TOP3000,0.845,1.0,261,4057,536,2.0,[],"[{'type': 'research', 'title': 'Research Paper 78: Price Momentum and Trading Volume', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/24095793501207-Research-Paper-78-Price-Momentum-and-Trading-Volume'}, {'type': 'research', 'title': 'Research Paper 82: Short interest, returns, and fundamentals', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25961880450071-Research-Paper-82-Short-interest-returns-and-fundamentals'}, {'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
52,news20,Web Sources News Sentiment Data,"This dataset provides real-time structured sentiment, relevance and novelty data for companies based on aggregated news from various sources","{'id': 'news', 'name': 'News'}","{'id': 'news-news-sentiment', 'name': 'News Sentiment'}",GLB,1,TOP3000,0.8631,2.0,37,162,24,2.0,[],"[{'type': 'research', 'title': 'Creating D0 Alphas with Social Media Data', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/18426096096407-Creating-D0-Alphas-with-Social-Media-Data'}, {'type': 'discussion', 'title': 'Getting started with News Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets'}]"
53,news23,MnA Deals Data,"The dataset provides information on various transactions like M&A deals, loans, debt and equity issuance etc. undertaken by companies.","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",GLB,1,TOP3000,0.3279,4.0,3,4,28,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with News Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets'}]"
54,news3,Dow Jones News Analytics Data,The Sentiment Analysis Engine (SAE) is a software for producing Sentiment Indices that gauge different emotions of the public to financial assets traded in exchange markets worldwide. Specific emotions about an asset are detected in texts by matching words of text with keywords from an emotional dictionary.,"{'id': 'news', 'name': 'News'}","{'id': 'news-news-sentiment', 'name': 'News Sentiment'}",GLB,1,TOP3000,0.6982,4.0,13,17,19,2.0,[],"[{'type': 'research', 'title': 'Creating D0 Alphas with Social Media Data', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/18426096096407-Creating-D0-Alphas-with-Social-Media-Data'}, {'type': 'research', 'title': 'Research Paper 80: News and Social Media Emotions in the Commodity Market', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25961805067671-Research-Paper-80-News-and-Social-Media-Emotions-in-the-Commodity-Market'}, {'type': 'discussion', 'title': 'Getting started with News Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets'}, {'type': 'research', 'title': 'Research Paper 83: Separating Winners from Losers Among Low Book-to-Market Stocks Using Financial Statement Analysis', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25961871299351-Research-Paper-83-Separating-Winners-from-Losers-Among-Low-Book-to-Market-Stocks-Using-Financial-Statement-Analysis'}]"
55,news52,Conference call data,"Information on company's conference call, such as the type of call, the number of participants on the company side and analyst side, the number of talks/questions/sentences/paragraphs/words/chars in presentation part and Q&A part respsectively. Also it generates keywords occurrence and each position from a specific dictionary. Based on this conference call, a researcher can generate unique signals predicting sentiment on the company after the conference call event.","{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",GLB,1,TOP3000,0.4275,2.0,27,62,24,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with News Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets'}]"
56,news54,Key Developments Data,"This dataset provides access to events & news that might affect the market. This dataset divides the list of such events in 3 different categories & together they cover a comprehensive list of all important events. The daily event contains list of events that occur on a day to day basis, key development fields are sensitive events, future events are consolidated in the third category. There is also consolidated information from various sources on earnings release & different types of event in this dataset.","{'id': 'news', 'name': 'News'}","{'id': 'news-news-sentiment', 'name': 'News Sentiment'}",GLB,1,TOP3000,0.7416,4.0,7,13,5,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with News Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets'}]"
57,news66,Webpage View Statistics,The dataset is a collection of view statistics for a webpage associated with a company. There are reports show correlation between page views/searches and trading volume which may leads to alpha signal.,"{'id': 'news', 'name': 'News'}","{'id': 'news-news-sentiment', 'name': 'News Sentiment'}",GLB,1,TOP3000,0.7449,4.0,8,12,2,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with News Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets'}]"
58,news76,Textual News Feed Data,The dataset is composed of different subscriptions for the textual news feed. The market-moving news product identifies news stories that have a high likelihood of causing a significant price move in an equity security. The confidence provided is a true Bayesian estimate for the probability of market reaction.,"{'id': 'news', 'name': 'News'}","{'id': 'news-news', 'name': 'News'}",GLB,1,TOP3000,1.0,4.0,1,1,1,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with News Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets'}]"
59,news87,Smart Conference call transcript data,"Conference call transcript data provides mainly long texture content. To help better utilize the long string, we structure it and make stats on many aspects and levels. Finally we output hundreads of numerical fields. There are 3 parts. The first makes some basic stats like words/sentences in the transcripts, and also attendances of people, and so on. the second calculates the readability scores of transcripts. the third calculates the sentiment scores of people in the conference call.","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,0.388,5.0,28,59,201,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Analyst Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238159368215-Getting-started-with-Analyst-Datasets'}, {'type': 'discussion', 'title': 'Getting started with News Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets'}]"
60,option4,Implied Volatility and Pricing for Equity Options,"This dataset provides information of options pricing, implied volatility calculations, the volatility surfaces, and other option analytics.","{'id': 'option', 'name': 'Option'}","{'id': 'option-option', 'name': 'Option'}",GLB,1,TOP3000,0.6148,2.0,17,36,9,2.0,[],"[{'type': 'research', 'title': 'Research Paper 53: Textual Sentiment, Option Characteristics, and Stock Return Predictability', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/15770194203159-Research-Paper-53-Textual-Sentiment-Option-Characteristics-and-Stock-Return-Predictability'}, {'type': 'research', 'title': 'Research paper 71: The Information Content of Option Demand', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17611254171031-Research-paper-71-The-Information-Content-of-Option-Demand'}, {'type': 'discussion', 'title': 'Getting started with Option Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25366910655383-Getting-started-with-Option-Datasets'}]"
61,other176,Nonlinear adaptive model,"Global stock selection model completely driven by machine learning, emphasizes nonlinear patterns and robustness","{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",GLB,1,TOP3000,0.94,1.0,268,2918,20,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
62,other193,Systematic Hedging for Investors to Evade Large Drawdowns,Machine learning based stock selection model. It is trained to hedge against market meltdowns. The values aim to help during volatile market conditions and performing well in the period of market recovery.,"{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",GLB,1,TOP3000,0.5667,2.0,53,457,3,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
63,other351,International sentiment analysis NLP model,NLP driven predictive model dataset,"{'id': 'model', 'name': 'Model'}","{'id': 'model-nlp-models', 'name': 'NLP Models'}",GLB,1,TOP3000,0.53,4.0,1,2,5,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
64,other432,DNN prediction of fundamentals,Market implied values of commonly used fundamental fields,"{'id': 'model', 'name': 'Model'}","{'id': 'model-estimates-models', 'name': 'Estimates Models'}",GLB,1,TOP3000,0.7698,4.0,84,574,345,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
65,other452,Earnings Tax Data,This dataset comprehensively studies a wide range of tax-related ratios that are useful for earnings management or financial fraud detection because tax-related accounts in financial statements and footnotes reveal significant information about earnings quality.,"{'id': 'fundamental', 'name': 'Fundamental'}","{'id': 'fundamental-fundamental-data', 'name': 'Fundamental Data'}",GLB,1,TOP3000,0.3273,4.0,5,36,23,2.0,[],[]
66,other455,Relationship enhanced with AI/ML,Grouping data. Generated using deep learning method and modern clustering algorithms with company relationships as input.,"{'id': 'other', 'name': 'Other'}","{'id': 'other-aiml-data', 'name': 'AI/ML Data'}",GLB,1,TOP3000,0.8127,3.0,164,909,1500,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Other Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets'}]"
67,other460,Predictive data using Deep Learning models,Time series data prediction using deep learning techniques,"{'id': 'model', 'name': 'Model'}","{'id': 'model-mlai-models', 'name': 'ML/AI Models'}",GLB,1,TOP3000,1.0,2.0,243,2447,1171,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
68,other47,Web Intelligence Data,This dataset provides  budget expenditure on online ads by companies and also ranks them,"{'id': 'other', 'name': 'Other'}","{'id': 'other-employee-data', 'name': 'Employee Data'}",GLB,1,TOP3000,0.621,4.0,19,37,4,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Other Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets'}]"
69,other54,Global Quantitative Stock Selection Data,An quantitative stock selection model which captures some technical analysis signals.,"{'id': 'model', 'name': 'Model'}","{'id': 'model-technical-models', 'name': 'Technical Models'}",GLB,1,TOP3000,0.9739,1.0,28,85,4,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
70,other78,Earnings and conference call data,"Contains records of questions and answers from speakers in the following events: Earnings Call, Guidance/Update Calls, M&A Calls, Sales/Trading Statement Calls, Special Calls, Shareholder/Analyst Calls, Company Conference Presentations, Analyst/Investor Day, Operating Results Calls, Interim Management Statement Calls, and Fixed Income Calls. Current and historical transcripts covering approximately 7,000 public companies.","{'id': 'other', 'name': 'Other'}","{'id': 'other-event-data', 'name': 'Event Data'}",GLB,1,TOP3000,0.5478,5.0,0,0,1,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Other Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets'}]"
71,other83,Insider Transaction Analytics,Data of transactions carried out by the key corporate executives of the company and their close relations,"{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",GLB,1,TOP3000,0.4802,4.0,3,3,15,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Other Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets'}, {'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
72,pv1,Price Volume Data for Equity,"A dataset containing price, volume, close, open, high price, low price, number of shares, cap and related information of each stock.","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",GLB,1,TOP3000,1.0,1.0,683,10487,19,2.0,[],"[{'type': 'research', 'title': 'Research Paper 54: Cross Impact in Derivative Markets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17609946232983-Research-Paper-54-Cross-Impact-in-Derivative-Markets'}, {'type': 'research', 'title': 'Research Paper 55: Implied Equity Duration: A Measure of Pandemic Shutdown Risk', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17610752344343-Research-Paper-55-Implied-Equity-Duration-A-Measure-of-Pandemic-Shutdown-Risk'}, {'type': 'research', 'title': 'Research Paper 60: Are Stock-Market Anomalies Anomalous After All?', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17611008214679-Research-Paper-60-Are-Stock-Market-Anomalies-Anomalous-After-All'}, {'type': 'research', 'title': 'Research Paper 73: Uncertainty Resolution Before Earnings Announcements', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/16412807448599-Research-Paper-73-Uncertainty-Resolution-Before-Earnings-Announcements'}, {'type': 'research', 'title': 'Research Paper 74: Price (In)efficiency wrt Firm-Specific Information and Anomalies.', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/16412786972311-Research-Paper-74-Price-In-efficiency-wrt-Firm-Specific-Information-and-Anomalies'}, {'type': 'research', 'title': 'Research Paper 76: Value and momentum everywhere', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/24095780017303-Research-Paper-76-Value-and-momentum-everywhere'}, {'type': 'research', 'title': 'Research Paper 77: Are Online Job Postings Informative to Investors?', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/24988170282391-Research-Paper-77-Are-Online-Job-Postings-Informative-to-Investors'}, {'type': 'research', 'title': 'Research Paper 79 - Forecasting Default with the Kmv-Merton Model', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25402187622807-Research-Paper-79-Forecasting-Default-with-the-Kmv-Merton-Model'}, {'type': 'discussion', 'title': 'Getting started with Price Volume Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/26912341412375-Getting-started-with-Price-Volume-Datasets'}, {'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}, {'type': 'research', 'title': 'Research Paper 25: Risk Price Variation: The Missing Half of Empirical Asset Pricing', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/16412762853655-Research-Paper-25-Risk-Price-Variation-The-Missing-Half-of-Empirical-Asset-Pricing'}]"
73,pv13,Relationship Data for Equity,"The dataset outputs various classifications and grouping of instruments based on such company connections. Most of grouping fields  are sparse, you may always use densify function such as group_neutralize(alpha, densify(group)) to avoid error while using group operators.","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-relationship', 'name': 'Relationship'}",GLB,1,TOP3000,0.9152,1.0,74,432,29,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Price Volume Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/26912341412375-Getting-started-with-Price-Volume-Datasets'}]"
74,pv132,Equity Warrants Data,The dataset includes globally Equity Warrants  data,"{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",GLB,1,TOP3000,0.2993,4.0,0,0,23,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Price Volume Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/26912341412375-Getting-started-with-Price-Volume-Datasets'}]"
75,pv17,Intermediate Cluster Groups,This is statistical grouping data. ,"{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",GLB,1,TOP3000,1.0,3.0,19,50,8,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Price Volume Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/26912341412375-Getting-started-with-Price-Volume-Datasets'}]"
76,pv29,Derived Industry Classification,"This is a statistical grouping data. The prefix ""cx"" in the field name defines group count such as 2,5,10,20,50. The coverage of fields is also put in their names like sta1_top500c10 has coverage only in TOP500.","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",GLB,1,TOP3000,1.0,2.0,41,166,5,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Price Volume Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/26912341412375-Getting-started-with-Price-Volume-Datasets'}]"
77,pv30,Alternate Industry Classification,"This is a statistical grouping data. The prefix ""cx"" in the field name defines the group count such as 2,5,10,20,50. The coverage of fields is also put in their names like sta2_top500_fact1_c10 has coverage only in TOP500.","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",GLB,1,TOP3000,1.0,3.0,6,23,20,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Price Volume Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/26912341412375-Getting-started-with-Price-Volume-Datasets'}]"
78,pv37,Equity Interval Data,"Price Volume related dataset based on assessment dates and values for various financial, operational, and transactional metrics across different sectors and activities.","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",GLB,1,TOP3000,1.0,3.0,8,15,80,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Price Volume Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/26912341412375-Getting-started-with-Price-Volume-Datasets'}]"
79,pv53,Index Market Data,The dataset includes global Index market data,"{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",GLB,1,TOP3000,1.0,2.0,26,146,9,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Price Volume Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/26912341412375-Getting-started-with-Price-Volume-Datasets'}]"
80,pv96,Corporate Action Dataset,"This dataset looks at corporate events that can affect stock prices, such as delisting, merger, stock splits, etc. One can analyze the effect of corporate actions on stock prices and develop alphas based on event-driven opportunities.","{'id': 'pv', 'name': 'Price Volume'}","{'id': 'pv-price-volume', 'name': 'Price Volume'}",GLB,1,TOP3000,0.8715,1.0,30,206,21,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Price Volume Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/26912341412375-Getting-started-with-Price-Volume-Datasets'}]"
81,risk60,Securities Lending Insight Data,"The dataset provides list of metrics, covering lending fee, short interest, it also supplies two unique factors, measuring crowding and short squeeze risks.","{'id': 'risk', 'name': 'Risk'}","{'id': 'risk-risk-models', 'name': 'Risk Models'}",GLB,1,TOP3000,0.9911,2.0,28,233,4,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Risk Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/27157459347991-Getting-started-with-Risk-Datasets'}]"
82,shortinterest2,Short Interest Model,"This is a model dataset that gives short interest data of stocks. It mainly covers USA stocks but also has some limited coverage in other regions. Investment hypothesis states that stocks with higher/lower number of shares shorted will underperform/outperform their peers. This data normalizes short interest levels across country, market cap, and sector categories and also provides institutional ownership percentage, volatility levels and short squeeze level for stocks.","{'id': 'shortinterest', 'name': 'Short Interest'}","{'id': 'shortinterest-short-sale-models', 'name': 'Short Sale Models'}",GLB,1,TOP3000,0.344,3.0,13,25,8,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Short Interest Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25195878621975-Getting-started-with-Short-Interest-Datasets'}]"
83,shortinterest6,SmartHoldings Model,This dataset is a global stock selection model that ranks stocks based on the predicted future change in institutional ownership. It looks into various funds and creates their purchasing profile based on the underlying fundamental or technical factors of the companies it buys. Aggregation over different funds help predict future probable changes in institutional ownership of the stocks.,"{'id': 'model', 'name': 'Model'}","{'id': 'model-estimates-models', 'name': 'Estimates Models'}",GLB,1,TOP3000,0.9711,2.0,26,151,11,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
84,shortinterest7,Short Selling Model,"The dataset combines features obtained from short contracts to estimate risk-neutral returns. The factors include loan rates, volume of loans, age of loans, their differences over time, and so on, and derived factors. The method of combination differs among different type of contracts and regions, and all factors are standardized to percentile. The combined score is a strong alpha mode.","{'id': 'model', 'name': 'Model'}","{'id': 'model-estimates-models', 'name': 'Estimates Models'}",GLB,1,TOP3000,1.0,2.0,26,190,16,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Model Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets'}]"
85,socialmedia5,Lexical Breakdown Data,"Sentiment scores derived from social media. Some words or phrases have a sentiment score associated with them, on the basis of these scores the sentiment score of the text is calculated.","{'id': 'socialmedia', 'name': 'Social Media'}","{'id': 'socialmedia-social-media', 'name': 'Social Media'}",GLB,1,TOP3000,0.3753,2.0,4,6,12,2.0,[],"[{'type': 'discussion', 'title': 'Getting started with Social Media Datasets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/25297889562135-Getting-started-with-Social-Media-Datasets'}]"
